id,chinese,pinyin,english,priority,quality,word1,word1_english,word2,word2_english,word3,word3_english,word4,word4_english,sentence,sentence_pinyin,sentence_english
172,口罩,kǒu zhào,mask,1,2,口,mouth,胸罩,bra,,,,,出门记得戴口罩,Chūmén jìdé dài kǒuzhào,Remember to wear a mask when going out
173,筷子,kuài zi,chopsticks,1,,-,,,,,,,,筷子是中国餐桌必备的工具,kuài zi shì zhōng guó cān zhuō bì bèi de gōng jù,chopsticks are essential on a Chinese dining table
174,宽,kuān,wide,1,,-,,,,,,,,这条路很宽,zhè tiáo lù hěn kuān,this road is wide
175,困惑,kùn huò,confused,1,,-,,,,,,,,我对这个问题有点困惑,Wǒ duì zhège wèntí yǒudiǎn kùnhuò,I am a bit confused about this problem
176,困难,kùn nán,difficult;challenging,1,2,困,tired,难,hard,,,,,这任务很困难,Zhè rènwu hěn kùnnán,This task is hard
177,垃圾,lā jī,trash,1,,-,,,,,,,,请不要乱扔垃圾,qǐng bú yào luàn rēng lā jī,please don’t litter
178,拉伸,lā shēn,stretch,1,2,拉,pull,伸,extend,,,,,运动前要拉伸,Yùndòng qián yào lāshēn,Stretch before exercising
179,蓝,lán,blue,1,,-,,,,,,,,天空今天是蓝色的,tiān kōng jīn tiān shì lán sè de,The sky is blue today
180,老板,lǎo bǎn,boss,1,3,老,old,板,plank;board,,,,,老板今天请客,Lǎobǎn jīntiān qǐngkè,The boss is treating today
181,老虎,lǎo hǔ,tiger,1,,-,,,,,,,,老虎是森林之王。,lǎo hǔ shì sēn lín zhī wáng.,the tiger is the king of the forest.
182,类似,lèi sì,similar,1,2,类,kind,似乎,to seem,,,,,这两个产品很类似,Zhè liǎng gè chǎnpǐn hěn lèisì,These two products are very similar
183,冷萃,lěng cuì,cold brew,1,3,冷,cold,萃取,to extract,,,,,我点了一杯冷萃咖啡,Wǒ diǎn le yī bēi lěngcuì kāfēi,I ordered a cold brew coffee
184,理解,lǐ jiě,to understand,1,5,管理,to manage,解决,to resolve,,,,,我完全理解你的想法,Wǒ wánquán lǐjiě nǐ de xiǎngfǎ,I totally understand your thinking
185,历史,lì shǐ,history,1,,-,,,,,,,,我喜欢研究中国历史,wǒ xǐ huān yán jiū zhōng guó lì shǐ,i like studying chinese history
186,礼物,lǐ wù,gift,1,2,礼貌,polite,物,thing,,,,,主人收到了很多礼物,zhǔ rén shōu dào le hěn duō lǐ wù,the host received many gifts
187,脸,liǎn,face,1,,-,,,,,,,,她的脸红了,tā de liǎn hóng le,Her face turned red
188,零食,líng shí,snacks,1,1,零,zero,食物,food,,,,,小孩子喜欢吃零食,xiǎo hái zi xǐ huān chī líng shí,children like to eat snacks
189,流利,liú lì,fluent,1,1,流,to flow,顺利,smoothly,,,,,他说英语很流利,tā shuō yīng yǔ hěn liú lì,he speaks English fluently
190,流量,liú liàng,cellular data,1,2,流,flow,量,capacity,,,,,我这个月流量用完了,Wǒ zhège yuè liúliàng yòng wán le,I've used up my data this month
191,绿,lǜ,green,1,,-,,,,,,,,窗外一片绿色,chuāng wài yí piàn lǜ sè,It is green outside the window
192,妈妈,mā ma,mom,1,,-,,,,,,,,妈妈做的菜最好吃。,māma zuò de cài zuì hǎochī.,Mom’s cooking is the best.
193,马上,mǎ shàng,immediately;at once;right away,1,2,马,horse,上,top,,,,,我马上回来,wǒ mǎ shàng huí lái,I will be back immediately
194,猫,māo,cat,1,,-,,,,,,,,我家有一只可爱的猫。,wǒ jiā yǒu yī zhī kě ài de māo.,I have a cute cat at home.
195,毛巾,máo jīn,towel,1,1,毛,hair,巾,cloth,,,,,我用毛巾擦脸,wǒ yòng máo jīn cā liǎn,I use a towel to wipe my face
196,贸易,mào yì,trade,1,,-,,,,,,,,这两个国家之间的贸易正在增加,Zhè liǎng gè guójiā zhījiān de màoyì zhèngzài zēngjiā,Trade between these two countries is increasing
197,妹妹,mèi mei,younger sister,1,,-,,,,,,,,我妹妹喜欢拍照,wǒ mèi mei xǐ huan pāi zhào,My younger sister loves taking photos
198,美团,měi tuán,Chinese Grubhub + Yelp,1,3,美,beautiful,团,group,,,,,他们用美团订了晚餐和电影票,tāmen yòng měituán dìngle wǎncān hé diànyǐng piào,They used Meituan to book dinner and movie tickets
199,梦,mèng,dream,1,,-,,,,,,,,我昨晚做了一个奇怪的梦,wǒ zuó wǎn zuò le yī gè qí guài de mèng,I had a strange dream last night
200,密码,mì mǎ,password,1,2,秘密,secret,码,code,,,,,不要把密码告诉别人,bù yào bǎ mì mǎ gào sù bié rén,do not tell others your password
201,面包,miàn bāo,bread,1,3,面,noodle,包,wrap,,,,,我每天早上吃面包,wǒ měi tiān zǎo shàng chī miàn bāo,I eat bread every morning
202,名词,míng cí,noun,1,1,名,name,词,word,,,,,桌子是一个名词,zhuō zi shì yī gè míng cí,table is a noun
203,母亲,mǔ qīn,mother (formal),1,,-,,,,,,,,母亲的话让我很安心。,mǔqīn de huà ràng wǒ hěn ānxīn.,My mother's words made me feel at ease.
204,沐浴露,mù yù lù,body wash;shower gel,1,2,沐浴,to bathe,露,dew,,,,,她买了一瓶新的沐浴露,Tā mǎi le yī píng xīn de mùyùlù,She bought a new bottle of body wash
205,奶奶,nǎi nai,grandmother (paternal),1,,-,,,,,,,,奶奶特别喜欢喝茶。,nǎinai tèbié xǐhuān hē chá.,Grandma really likes drinking tea.
206,奶油,nǎi yóu,cream,1,1,奶,milk,油,oil,,,,,蛋糕上有很多奶油,dàn gāo shàng yǒu hěn duō nǎi yóu,the cake has a lot of cream
207,南瓜,nán guā,pumpkin,1,2,南,south,瓜,melon,,,,,南瓜派很好吃,nán guā pài hěn hǎo chī,pumpkin pie is delicious
208,男朋友,nán péng you,boyfriend,1,4,男,man,朋友,friend,,,,,我男朋友今天来接我下班。,wǒ nán péngyou jīntiān lái jiē wǒ xiàbān,My boyfriend is picking me up after work today.
209,内向,nèi xiàng,introverted,1,2,内,inner,向,towards,,,,,他很内向不喜欢在人多的场合讲话,Tā hěn nèixiàng bù xǐhuān zài rén duō de chǎnghé jiǎnghuà,He is introverted and does not like speaking in crowded situations
210,能源,néng yuán,energy;power source,1,2,能,can,资源,resource,,,,,我们要节约能源,Wǒmen yào jiéyuē néngyuán,We need to save energy
211,牛,niú,cow,1,,-,,,,,,,,农场里的牛在吃草,nóng chǎng lǐ de niú zài chī cǎo,The cows on the farm are grazing
212,牛马,niú mǎ,workhorse,1,1,牛,cow,马,horse,,,,,有些人觉得自己只是社会里的牛马,yǒu xiē rén jué de zì jǐ zhǐ shì shè huì lǐ de niú mǎ,some people feel they are just working animals in society
213,农场,nóng chǎng,farm,1,1,农,agriculture,场,open space,,,,,他们住在一个农场,tā men zhù zài yī gè nóng chǎng,they live on a farm
214,弄清楚,nòng qīng chǔ,figure out,1,2,弄,fiddle with,清楚,to be clear about,,,,,你需要先弄清楚问题再回答,Nǐ xūyào xiān nòng qīngchǔ wèntí zài huídá,You need to figure out the problem before answering
215,女儿,nǚ ér,daughter,1,3,女,woman,儿童,child,,,,,他女儿特别懂事。,tā nǚ'ér tèbié dǒngshì.,His daughter is very well-behaved.
216,女朋友,nǚ péng you,girlfriend,1,4,女,woman,朋友,friend,,,,,他准备向女朋友求婚。,tā zhǔnbèi xiàng nǚ péngyou qiúhūn,He is preparing to propose to his girlfriend.
217,偶尔,ǒu 'ěr,occasionally,1,,-,,,,,,,,我偶尔会熬夜看电影,Wǒ ǒu'ěr huì áoyè kàn diànyǐng,I occasionally stay up late to watch movies
218,排队,pái​ duì,to line up;wait in line;queue,1,2,排,row,队,team,,,,,大家在商店门口排队,dà jiā zài shāng diàn mén kǒu pái duì,everyone is lining up at the store entrance
219,排序,pái xù,sort,1,2,安排,to arrange,顺序,sequence,,,,,请帮我排序这些文件,Qǐng bāng wǒ páixù zhèxiē wénjiàn,Please help me sort these files
220,泡菜,pào cài,pickled vegetable,1,1,泡,bubble;soak,菜,vegetable,,,,,我喜欢吃辣泡菜,Wǒ xǐhuān chī là pàocài,I like spicy pickled vegetables
221,啤酒,pí jiǔ,beer,1,,-,,,,,,,,他喝了两瓶啤酒,tā hē le liǎng píng pí jiǔ,he drank two bottles of beer
222,骗子,piàn zǐ,scammer,1,,-,,,,,,,,他是个骗子,tā shì gè piàn zi,he is a liar
223,频道,pín dào,channel,1,2,视频,video,道,road,,,,,我最喜欢这个频道,Wǒ zuì xǐhuān zhège píndào,I like this channel the most
224,平常,píng​ cháng,usually,1,4,平,flat,正常,regular,,,,,我平常七点起床,Wǒ píngcháng qī diǎn qǐchuáng,I usually get up at seven
225,苹果,píng guǒ,apple,1,,-,,,,,,,,我最喜欢吃红苹果。,wǒ zuì xǐ huan chī hóng píng guǒ.,I like eating red apples the most.
226,评论,píng lùn,comment,1,3,评价,to evaluate,讨论,to discuss,,,,,我写了一个评论,Wǒ xiě le yīgè pínglùn,I wrote a comment
227,平时,píng shí,usually,1,2,平,flat,时,time,,,,,我平时很少看电视,Wǒ píngshí hěn shǎo kàn diànshì,I rarely watch TV
228,普遍,pǔ biàn,common,1,,-,,,,,,,,这种现象在城市里很普遍。,zhè zhǒng xiànxiàng zài chéngshì lǐ hěn pǔbiàn,This phenomenon is very common in cities.
229,普通话,pǔ tōng huà,Mandarin,1,1,普通,ordinary,话,speech,,,,,她说普通话很流利,tā shuō pǔ tōng huà hěn liú lì,she speaks Mandarin very fluently
230,起不来,qǐ bù lái,can't get up,1,,-,,,,,,,,今天太困了我起不来,Jīntiān tài kùn le wǒ qǐ bù lái,I'm too tired to get up today
231,汽车,qì chē,car,1,2,汽,steam,车,vehicle,,,,,这辆汽车很贵,zhè liàng qì chē hěn guì,this car is very expensive
232,期待,qí dài,to look forward to;expect,1,2,期,period of time,待,to wait,,,,,我很期待周末的旅行,Wǒ hěn qīdài zhōumò de lǚxíng,I am looking forward to the weekend trip
233,其实,qí shí,actually,1,2,其他,other,事实,fact,,,,,其实我早就知道了,Qíshí wǒ zǎo jiù zhīdào le,Actually I already knew
234,钱包,qián bāo,wallet;purse,1,1,钱,money,包,bundle,,,,,她的钱包被人拿走了,Tā de qiánbāo bèi rén názǒu le,Her wallet was taken by someone
235,前台,qián tái,front desk,1,1,前,before,台,platform,,,,,请到前台登记,qǐng dào qián tái dēng jì,please register at the reception
236,桥,qiáo,bridge,1,,-,,,,,,,,我们走过一座桥,wǒ men zǒu guò yī zuò qiáo,we walked across a bridge
237,亲密,qīn mì,close;intimate,1,2,亲,relative,秘密,secret,,,,,他们之间的关系很亲密,Tāmen zhījiān de guānxì hěn qīnmì,They have a very close relationship
238,清楚,qīng chǔ,clear;to understand thoroughly,1,,-,,,,,,,,我没听清楚你刚才说什么,Wǒ méi tīng qīngchǔ nǐ gāngcái shuō shénme,I didn’t hear clearly what you just said
239,清淡,qīng dàn,light (food),1,,-,,,,,,,,医生建议他吃清淡的食物,Yīshēng jiànyì tā chī qīngdàn de shíwù,The doctor suggested he eat light food
240,情况,qíng kuàng,situation,1,5,情,feeling,状况,condition,,,,,我们需要了解最新的情况,wǒ men xū yào liǎo jiě zuì xīn de qíng kuàng,We need to know the latest situation
241,球,qiú,ball,1,,-,,,,,,,,小朋友在踢球,xiǎo péng yǒu zài tī qiú,The kids are playing soccer
242,求婚,qiú hūn,proposal;to propose marriage,1,2,要求,to request,婚,get married,,,,,他在海边向女朋友求婚,Tā zài hǎibiān xiàng nǚ péngyǒu qiúhūn,He proposed to his girlfriend by the sea
243,去世,qù shì,to die;pass away,1,2,去,to leave,世界,world,,,,,他去世了,tā qù shì le,He passed away
244,取消,qǔ xiāo,to cancel;cancellation,1,2,取得,to get,消失,to disappear,,,,,我取消了订单,Wǒ qǔxiāo le dìngdān,I canceled the order
245,全职,quán zhí,full time,1,2,全,entire,职业,profession,,,,,他是全职老师,Tā shì quánzhí lǎoshī,He is a full-time teacher
246,缺乏,quē fá,lack,1,,-,,,,,,,,他缺乏锻炼,Tā quēfá duànliàn,He lacks exercise
247,人民币,rén mín bì,Chinese yuan,1,2,人民,the people,货币,currency,,,,,他用人民币付款,tā yòng rén mín bì fù kuǎn,he paid with RMB
248,日出,rì chū,sunrise,1,2,日,sun,出,to go out,,,,,我们早起看日出,wǒ men zǎo qǐ kàn rì chū,we got up early to watch the sunrise
249,日落,rì luò,sunset,1,2,日,sun,落,fall,,,,,日落的时候天空很美,Rìluò de shíhòu tiānkōng hěn měi,The sky is beautiful at sunset
250,肉丸,ròu wán,meatball,1,3,肉,meat,丸,pill,,,,,妈妈做的肉丸很好吃,mā mā zuò de ròu wán hěn hǎo chī,the meatballs my mom made are delicious
251,入住,rù zhù,check-in (hotel),1,2,入,enter,住,to reside,,,,,我们今晚入住酒店,Wǒmen jīnwǎn rùzhù jiǔdiàn,We are checking into the hotel tonight
252,软件,ruǎn jiàn,software,1,3,软,soft,件,item,,,,,这款软件使用起来很方便,Zhè kuǎn ruǎnjiàn shǐyòng qǐlái hěn fāngbiàn,This software is very convenient to use
253,伞,sǎn,umbrella,1,,-,,,,,,,,外面下雨了拿伞吧,wài miàn xià yǔ le ná sǎn ba,It’s raining outside take an umbrella
254,沙拉,shā lā,salad,1,4,沙,sand,拉,pull,,,,,我午饭只吃了一点沙拉,wǒ wǔ fàn zhǐ chī le yī diǎn shā lā,i only ate some salad for lunch
255,沙滩,shā tān,beach,1,,-,,,,,,,,我们在沙滩散步,Wǒmen zài shātān sànbù,We walk on the beach
256,晒伤,shài shāng,sunburn,1,1,晒太阳,sunbathing,伤,injury,,,,,我昨天被晒伤了,Wǒ zuótiān bèi shàishāng le,I got sunburned yesterday
257,商场,shāng chǎng,mall;shopping center,1,1,商,business,场,open space,,,,,我们去商场逛逛,Wǒmen qù shāngchǎng guàngguang,We go shopping at the mall
258,上升,shàng shēng,rise;ascent;increased,1,,-,,,,,,,,温度正在上升,Wēndù zhèngzài shàngshēng,The temperature is rising
259,上海,Shànghǎi,Shanghai,1,3,上,upper,海,sea,,,,,上海的外滩夜景非常迷人,Shànghǎi de wài tān yè jǐng fēi cháng mí rén,The Bund in Shanghai is very charming at night
260,设备,shè bèi,equipment,1,3,设计,design,准备,preparation,,,,,这个设备很旧了,Zhège shèbèi hěn jiù le,This device is really old
261,设置,shè zhì,settings,1,2,设计,design,位置,position,,,,,我需要设置一下网络,Wǒ xūyào shèzhì yīxià wǎngluò,I need to set up the network
262,身份证,shēn fèn zhèng,ID card,1,3,身份,identity,证书,certificate,,,,,办理需要身份证,Bànlǐ xūyào shēnfènzhèng,You need an ID card to process this
263,身体,shēn tǐ,body,1,,-,,,,,,,,保持身体健康非常重要,bǎo chí shēn tǐ jiàn kāng fēi cháng zhòng yào,keeping your body healthy is very important
264,升,shēng,liter;to rise;go up,1,,-,,,,,,,,水温升高了,Shuǐwēn shēng gāo le,The water temperature went up
265,声调,shēng diào,tone (Chinese),1,2,声,voice,调,tune,,,,,声调很重要,Shēngdiào hěn zhòngyào,Tones are important
266,失,shī,lose,1,,-,,,,,,,,他因为失误而输掉了比赛,Tā yīnwèi shīwù ér shūdiào le bǐsài,He lost the game because of a mistake
267,时差,shí chā,jetlag;time difference,1,1,时候,time,差距,gap,,,,,从纽约到北京有十三个小时的时差,cóng niǔ yuē dào běi jīng yǒu shí sān gè xiǎo shí de shí chā,there is a thirteen hour time difference from new york to beijing
268,适应,shì yìng,to adapt;get used to,1,3,适合,to suit,应该,should,,,,,你适应新环境了吗,Nǐ shìyìng xīn huánjìng le ma,Have you adapted to the new environment
269,手工,shǒu gōng,handmade;manual,1,2,手,hand,工,work,,,,,这家餐厅的手工饺子很好吃,zhè jiā cān tīng de shǒu gōng jiǎo zi hěn hǎo chī,the handmade dumplings at this restaurant are delicious
270,手机,shǒu jī,cell phone,1,1,手,hand,机,machine,,,,,我的手机没电了,wǒ de shǒu jī méi diàn le,my phone ran out of battery
271,首页,shǒu yè,home page,1,2,首,first,页,page,,,,,网站的首页更新了,Wǎngzhàn de shǒuyè gēngxīn le,The website homepage has been updated
272,树,shù,tree,1,,-,,,,,,,,公园里有很多树,gōng yuán lǐ yǒu hěn duō shù,There are many trees in the park
273,输入,shū rù,to input,1,3,运输,to transport,入,enter,,,,,请在这里输入密码,Qǐng zài zhèlǐ shūrù mìmǎ,Please enter the password here
274,叔叔,shū shu,uncle;father’s younger brother,1,,-,,,,,,,,我叔叔在外地工作,wǒ shū shu zài wài dì gōng zuò,My uncle works in another city
275,薯条,shǔ tiáo,fries,1,2,薯,yam,条,strip,,,,,孩子们都喜欢薯条,hái zi men dōu xǐ huān shǔ tiáo,children all like french fries
276,树荫,shù ​yīn,shade,1,2,树,tree,阴,cloudy,,,,,孩子们在树荫下玩耍,Háizimen zài shùyīn xià wánshuǎ,The children are playing in the shade
277,刷新,shuā xīn,to refresh,1,2,刷,to brush,新,new,,,,,我想刷新页面,Wǒ xiǎng shuāxīn yèmiàn,I want to refresh the page
278,帅哥,shuài gē,handsome guy,1,4,帅,handsome,哥,elder brother,,,,,那个帅哥是我同学,nà gè shuài gē shì wǒ tóng xué,that handsome guy is my classmate
279,水,shuǐ,water,1,,-,,,,,,,,请给我一杯水,qǐng gěi wǒ yì bēi shuǐ,Please give me a glass of water
280,水平,shuǐ píng,level;standard,1,2,水,water,平,flat,,,,,他的中文水平很高,tā de zhōng wén shuǐ píng hěn gāo,his Chinese proficiency is very high
281,睡着了,shuì zhao le,fall asleep,1,4,睡觉,to sleep,着,particle action in progress,了,particle change of state,,,我上课时变睡着了,Wǒ shàngkè shí biàn shuìzháo le,I fell asleep in class
282,说谎,shuō huǎng,to lie,1,,-,,,,,,,,他说谎的时候会不敢看别人,Tā shuōhuǎng de shíhòu huì bù gǎn kàn biérén,When he lies he doesn’t dare look at others
283,司机,sī ​jī,driver;chauffeur,1,3,公司,company,机,machine,,,,,司机开车很小心,sī jī kāi chē hěn xiǎo xīn,the driver drives carefully
